id_polo,sg_uf_polo,no_municipio_polo,nome_polo,polo_conceito,id_ies,ies_uf,sg_ies,ies_organizacao_academica,no_curso,tipo_curso,no_chamada_curso,qt_alunos_ativo
252,RS,SAO FRANCISCO DE PAULA,SAO FRANCISCO DE PAULA - CENTRO,AA,59,SC,UFSC,Universidade,GESTAO PUBLICA,ESPECIALIZAÇÃO,PNAP,40
383,SC,CANOINHAS,CANOINHAS - CENTRO,AA,59,SC,UFSC,Universidade,GESTAO PUBLICA,ESPECIALIZAÇÃO,PNAP,39
252,RS,SAO FRANCISCO DE PAULA,SAO FRANCISCO DE PAULA - CENTRO,AA,59,SC,UFSC,Universidade,ADMINISTRACAO,BACHARELADO,UAB,44
346,SC,BLUMENAU,BLUMENAU - CENTRO,AA,59,SC,UFSC,Universidade,ADMINISTRACAO,BACHARELADO,UAB,56
852,PR,CEU AZUL,CEU AZUL - CENTRO,AA,59,SC,UFSC,Universidade,ADMINISTRACAO,BACHARELADO,UAB,58
856,SC,LAGUNA,LAGUNA - PORTINHO,AA,59,SC,UFSC,Universidade,ADMINISTRACAO,BACHARELADO,UAB,44
1078,SC,CANELINHA,CANELINHA - AREIAO,AA,59,SC,UFSC,Universidade,ADMINISTRACAO,BACHARELADO,UAB,57
1062,SC,LAGES,LAGES - GETHAL,AA,59,SC,UFSC,Universidade,ADMINISTRACAO,BACHARELADO,UAB,60
275,SP,BARRETOS,BARRETOS - DERBYCLUB,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,15
279,SP,ITAPETININGA,ITAPETININGA - TABOAOZINHO,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,21
281,SP,JALES,JALES - COHAB JACB II,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,7
284,SP,SAO CARLOS,SAO CARLOS - VILA NERY,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,23
279,SP,ITAPETININGA,ITAPETININGA - TABOAOZINHO,AA,60,SP,UFSCAR,Universidade,ENGENHARIA AMBIENTAL,BACHARELADO,UAB,9
281,SP,JALES,JALES - COHAB JACB II,AA,60,SP,UFSCAR,Universidade,ENGENHARIA AMBIENTAL,BACHARELADO,UAB,8
1076,SP,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS - SANTANA,AA,60,SP,UFSCAR,Universidade,ENGENHARIA AMBIENTAL,BACHARELADO,UAB,9
274,SP,BALSAMO,BALSAMO - CENTRO,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,4
280,SP,ITAPEVI,ITAPEVI - COHAB/SETOR B,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,6
282,SP,JANDIRA,JANDIRA - JARDIM EUROPA,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,3
281,SP,JALES,JALES - COHAB JACB II,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,3
287,SP,TARUMA,TARUMA - CENTRO,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,4
280,SP,ITAPEVI,ITAPEVI - COHAB/SETOR B,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,11
282,SP,JANDIRA,JANDIRA - JARDIM EUROPA,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,1
1076,SP,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS - SANTANA,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,11
284,SP,SAO CARLOS,SAO CARLOS - VILA NERY,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,5
287,SP,TARUMA,TARUMA - CENTRO,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,4
275,SP,BARRETOS,BARRETOS - DERBYCLUB,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,16
281,SP,JALES,JALES - COHAB JACB II,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,11
279,SP,ITAPETININGA,ITAPETININGA - TABOAOZINHO,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,17
279,SP,ITAPETININGA,ITAPETININGA - TABOAOZINHO,AA,60,SP,UFSCAR,Universidade,ENGENHARIA AMBIENTAL,BACHARELADO,UAB,8
281,SP,JALES,JALES - COHAB JACB II,AA,60,SP,UFSCAR,Universidade,ENGENHARIA AMBIENTAL,BACHARELADO,UAB,10
1076,SP,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS - SANTANA,AA,60,SP,UFSCAR,Universidade,ENGENHARIA AMBIENTAL,BACHARELADO,UAB,11
277,SP,IGARAPAVA,IGARAPAVA - VILA GOMES,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,25
280,SP,ITAPEVI,ITAPEVI - COHAB/SETOR B,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,11
281,SP,JALES,JALES - COHAB JACB II,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,11
284,SP,SAO CARLOS,SAO CARLOS - VILA NERY,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,20
1076,SP,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS - SANTANA,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,27
279,SP,ITAPETININGA,ITAPETININGA - TABOAOZINHO,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,22
277,SP,IGARAPAVA,IGARAPAVA - VILA GOMES,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,5
280,SP,ITAPEVI,ITAPEVI - COHAB/SETOR B,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,9
281,SP,JALES,JALES - COHAB JACB II,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,5
284,SP,SAO CARLOS,SAO CARLOS - VILA NERY,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,11
275,SP,BARRETOS,BARRETOS - DERBYCLUB,AA,60,SP,UFSCAR,Universidade,TECNOLOGIA SUCROALCOOLEIRA,TECNOLOGO,UAB,2
287,SP,TARUMA,TARUMA - CENTRO,AA,60,SP,UFSCAR,Universidade,TECNOLOGIA SUCROALCOOLEIRA,TECNOLOGO,UAB,3
280,SP,ITAPEVI,ITAPEVI - COHAB/SETOR B,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,19
284,SP,SAO CARLOS,SAO CARLOS - VILA NERY,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,29
1076,SP,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS - SANTANA,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,4
276,SP,GUARULHOS,GUARULHOS - MACEDO,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,31
471,SP,FRANCA,FRANCA - CENTRO,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,39
313,SP,ARARAS,ARARAS - CENTRO,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,18
437,SP,CUBATAO,CUBATAO - VILA COUTO,FR,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,19
280,SP,ITAPEVI,ITAPEVI - COHAB/SETOR B,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,15
279,SP,ITAPETININGA,ITAPETININGA - TABOAOZINHO,AA,60,SP,UFSCAR,Universidade,ENGENHARIA AMBIENTAL,BACHARELADO,UAB,9
281,SP,JALES,JALES - COHAB JACB II,AA,60,SP,UFSCAR,Universidade,ENGENHARIA AMBIENTAL,BACHARELADO,UAB,14
1076,SP,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS - SANTANA,AA,60,SP,UFSCAR,Universidade,ENGENHARIA AMBIENTAL,BACHARELADO,UAB,19
437,SP,CUBATAO,CUBATAO - VILA COUTO,FR,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,14
534,SP,JAU,JAU - CENTRO,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,31
287,SP,TARUMA,TARUMA - CENTRO,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,16
1076,SP,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS - SANTANA,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,16
274,SP,BALSAMO,BALSAMO - CENTRO,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,13
276,SP,GUARULHOS,GUARULHOS - MACEDO,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,23
284,SP,SAO CARLOS,SAO CARLOS - VILA NERY,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,14
1076,SP,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS - SANTANA,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,7
281,SP,JALES,JALES - COHAB JACB II,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,5
280,SP,ITAPEVI,ITAPEVI - COHAB/SETOR B,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,7
279,SP,ITAPETININGA,ITAPETININGA - TABOAOZINHO,AA,60,SP,UFSCAR,Universidade,TECNOLOGIA SUCROALCOOLEIRA,TECNOLOGO,UAB,1
287,SP,TARUMA,TARUMA - CENTRO,AA,60,SP,UFSCAR,Universidade,TECNOLOGIA SUCROALCOOLEIRA,TECNOLOGO,UAB,2
534,SP,JAU,JAU - CENTRO,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,16
1076,SP,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS - SANTANA,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,22
471,SP,FRANCA,FRANCA - CENTRO,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,24
280,SP,ITAPEVI,ITAPEVI - COHAB/SETOR B,AA,60,SP,UFSCAR,Universidade,SISTEMAS DE INFORMACAO,BACHARELADO,UAB,12
275,SP,BARRETOS,BARRETOS - DERBYCLUB,AA,60,SP,UFSCAR,Universidade,TECNOLOGIA SUCROALCOOLEIRA,TECNOLOGO,UAB,3
313,SP,ARARAS,ARARAS - CENTRO,AA,60,SP,UFSCAR,Universidade,TECNOLOGIA SUCROALCOOLEIRA,TECNOLOGO,UAB,18
277,SP,IGARAPAVA,IGARAPAVA - VILA GOMES,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,17
279,SP,ITAPETININGA,ITAPETININGA - TABOAOZINHO,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,36
280,SP,ITAPEVI,ITAPEVI - COHAB/SETOR B,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,28
534,SP,JAU,JAU - CENTRO,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,37
287,SP,TARUMA,TARUMA - CENTRO,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,25
276,SP,GUARULHOS,GUARULHOS - MACEDO,AA,60,SP,UFSCAR,Universidade,PEDAGOGIA,LICENCIATURA,UAB,27
276,SP,GUARULHOS,GUARULHOS - MACEDO,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,37
280,SP,ITAPEVI,ITAPEVI - COHAB/SETOR B,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,23
471,SP,FRANCA,FRANCA - CENTRO,AA,60,SP,UFSCAR,Universidade,EDUCACAO MUSICAL,LICENCIATURA,UAB,40
279,SP,ITAPETININGA,ITAPETININGA - TABOAOZINHO,AA,60,SP,UFSCAR,Universidade,ENGENHARIA AMBIENTAL,BACHARELADO,UAB,28
281,SP,JALES,JALES - COHAB JACB II,AA,60,SP,UFSCAR,Universidade,ENGENHARIA AMBIENTAL,BACHARELADO,UAB,26
1076,SP,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS - SANTANA,AA,60,SP,UFSCAR,Universidade,ENGENHARIA AMBIENTAL,BACHARELADO,UAB,27
1028,SP,SAO PAULO,SAO PAULO - VILA ARICANDUVA,AA,60,SP,UFSCAR,Universidade,ENSINO DE MATEMATICA NO ENSINO MEDIO,ESPECIALIZAÇÃO,UAB,22
275,SP,BARRETOS,BARRETOS - DERBYCLUB,AA,60,SP,UFSCAR,Universidade,ENSINO DE MATEMATICA NO ENSINO MEDIO,ESPECIALIZAÇÃO,UAB,14
685,SP,SANTOS,SANTOS - VILA NOVA,AA,60,SP,UFSCAR,Universidade,ENSINO DE MATEMATICA NO ENSINO MEDIO,ESPECIALIZAÇÃO,UAB,17
283,SP,OSASCO,OSASCO - CENTRO,AA,60,SP,UFSCAR,Universidade,ENSINO DE MATEMATICA NO ENSINO MEDIO,ESPECIALIZAÇÃO,UAB,12
1076,SP,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS - SANTANA,AA,60,SP,UFSCAR,Universidade,ENSINO DE MATEMATICA NO ENSINO MEDIO,ESPECIALIZAÇÃO,UAB,19
280,SP,ITAPEVI,ITAPEVI - COHAB/SETOR B,AA,60,SP,UFSCAR,Universidade,ENSINO DE MATEMATICA NO ENSINO MEDIO,ESPECIALIZAÇÃO,UAB,18
471,SP,FRANCA,FRANCA - CENTRO,AA,60,SP,UFSCAR,Universidade,ENSINO DE MATEMATICA NO ENSINO MEDIO,ESPECIALIZAÇÃO,UAB,17
284,SP,SAO CARLOS,SAO CARLOS - VILA NERY,AA,60,SP,UFSCAR,Universidade,ENSINO DE MATEMATICA NO ENSINO MEDIO,ESPECIALIZAÇÃO,UAB,25
284,SP,SAO CARLOS,SAO CARLOS - VILA NERY,AA,60,SP,UFSCAR,Universidade,GESTAO PUBLICA,ESPECIALIZAÇÃO,PNAP,49
313,SP,ARARAS,ARARAS - CENTRO,AA,60,SP,UFSCAR,Universidade,GESTAO PUBLICA,ESPECIALIZAÇÃO,PNAP,39
471,SP,FRANCA,FRANCA - CENTRO,AA,60,SP,UFSCAR,Universidade,GESTAO PUBLICA,ESPECIALIZAÇÃO,PNAP,41
274,SP,BALSAMO,BALSAMO - CENTRO,AA,60,SP,UFSCAR,Universidade,GESTAO PUBLICA,ESPECIALIZAÇÃO,PNAP,46
442,SP,DIADEMA,DIADEMA - CENTRO,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,37
471,SP,FRANCA,FRANCA - CENTRO,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,45
472,MG,FRANCISCO SA,FRANCISCO SA - CENTRO,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,45
102,MG,ITAMONTE,ITAMONTE - CENTRO,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,44
543,MG,JUIZ DE FORA,JUIZ DE FORA - LADEIRA,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,18
574,SP,MATAO,MATAO - JARDIM BUSCARDI,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,43
109,MG,SAO JOAO DEL REI,SAO JOAO DEL REI - TEJUCO,FR,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,47
699,SP,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO - VILA IMPERIAL,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,40
716,SP,SERRANA,SERRANA - JARDIM CRISTINA,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,36
734,MG,TIMOTEO,TIMOTEO - CENTRO NORTE,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,40
764,SP,VOTORANTIM,VOTORANTIM - CENTRO,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,34
376,MG,CAMPO BELO,CAMPO BELO - CIDADE MONTESA,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,8
96,MG,DIVINOLANDIA DE MINAS,DIVINOLANDIA DE MINAS - CENTRO,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,10
97,MG,FORMIGA,FORMIGA - ROSARIO,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,19
471,SP,FRANCA,FRANCA - CENTRO,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,7
515,MG,ITAMARANDIBA,ITAMARANDIBA - FLORESTAL,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,10
102,MG,ITAMONTE,ITAMONTE - CENTRO,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,7
543,MG,JUIZ DE FORA,JUIZ DE FORA - LADEIRA,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,32
574,SP,MATAO,MATAO - JARDIM BUSCARDI,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,10
580,SP,MIRANDOPOLIS,MIRANDOPOLIS - PAULICEIA,NA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,24
619,MG,PATOS DE MINAS,PATOS DE MINAS - CENTRO,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,6
699,SP,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO - VILA IMPERIAL,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,3
716,SP,SERRANA,SERRANA - JARDIM CRISTINA,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,15
764,SP,VOTORANTIM,VOTORANTIM - CENTRO,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,12
471,SP,FRANCA,FRANCA - CENTRO,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,14
716,SP,SERRANA,SERRANA - JARDIM CRISTINA,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,20
764,SP,VOTORANTIM,VOTORANTIM - CENTRO,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,24
109,MG,SAO JOAO DEL REI,SAO JOAO DEL REI - TEJUCO,FR,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,17
719,MG,SETE LAGOAS,SETE LAGOAS - DISTRITO INDUSTRIAL,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,19
102,MG,ITAMONTE,ITAMONTE - CENTRO,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,18
89,MG,BOA ESPERANCA,BOA ESPERANCA - OZANAN,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,10
472,MG,FRANCISCO SA,FRANCISCO SA - CENTRO,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,19
695,MG,SAO JOAO DA PONTE,SAO JOAO DA PONTE - INDUSTRIAL,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,28
88,MG,BICAS,BICAS - CENTRO,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,23
472,MG,FRANCISCO SA,FRANCISCO SA - CENTRO,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,35
638,MG,POMPEU,POMPEU - PARAÍSO ,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,31
734,MG,TIMOTEO,TIMOTEO - CENTRO NORTE,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,35
638,MG,POMPEU,POMPEU - PARAÍSO ,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,18
96,MG,DIVINOLANDIA DE MINAS,DIVINOLANDIA DE MINAS - CENTRO,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,2
515,MG,ITAMARANDIBA,ITAMARANDIBA - FLORESTAL,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,32
515,MG,ITAMARANDIBA,ITAMARANDIBA - FLORESTAL,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,12
471,SP,FRANCA,FRANCA - CENTRO,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,23
574,SP,MATAO,MATAO - JARDIM BUSCARDI,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,4
716,SP,SERRANA,SERRANA - JARDIM CRISTINA,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,13
699,SP,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO - VILA IMPERIAL,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,3
764,SP,VOTORANTIM,VOTORANTIM - CENTRO,AA,61,MG,UFSJ,Universidade,MATEMATICA,LICENCIATURA,UAB,14
442,SP,DIADEMA,DIADEMA - CENTRO,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,39
471,SP,FRANCA,FRANCA - CENTRO,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,35
574,SP,MATAO,MATAO - JARDIM BUSCARDI,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,38
699,SP,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO - VILA IMPERIAL,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,38
716,SP,SERRANA,SERRANA - JARDIM CRISTINA,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,39
764,SP,VOTORANTIM,VOTORANTIM - CENTRO,AA,61,MG,UFSJ,Universidade,PEDAGOGIA,LICENCIATURA,UAB,39
471,SP,FRANCA,FRANCA - CENTRO,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,24
109,MG,SAO JOAO DEL REI,SAO JOAO DEL REI - TEJUCO,FR,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,32
716,SP,SERRANA,SERRANA - JARDIM CRISTINA,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,28
764,SP,VOTORANTIM,VOTORANTIM - CENTRO,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,18
102,MG,ITAMONTE,ITAMONTE - CENTRO,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,22
719,MG,SETE LAGOAS,SETE LAGOAS - DISTRITO INDUSTRIAL,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,48
335,MG,BARROSO,BARROSO - SANTA MARIA,AA,61,MG,UFSJ,Universidade,FILOSOFIA,LICENCIATURA,UAB,21
89,MG,BOA ESPERANCA,BOA ESPERANCA - OZANAN,AA,61,MG,UFSJ,Universidade,FILOSOFIA,LICENCIATURA,UAB,16
376,MG,CAMPO BELO,CAMPO BELO - CIDADE MONTESA,AA,61,MG,UFSJ,Universidade,FILOSOFIA,LICENCIATURA,UAB,5
97,MG,FORMIGA,FORMIGA - ROSARIO,AA,61,MG,UFSJ,Universidade,FILOSOFIA,LICENCIATURA,UAB,11
638,MG,POMPEU,POMPEU - PARAÍSO ,AA,61,MG,UFSJ,Universidade,FILOSOFIA,LICENCIATURA,UAB,17
335,MG,BARROSO,BARROSO - SANTA MARIA,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,19
471,SP,FRANCA,FRANCA - CENTRO,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,22
764,SP,VOTORANTIM,VOTORANTIM - CENTRO,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,8
471,SP,FRANCA,FRANCA - CENTRO,AA,61,MG,UFSJ,Universidade,FILOSOFIA,LICENCIATURA,UAB,37
764,SP,VOTORANTIM,VOTORANTIM - CENTRO,AA,61,MG,UFSJ,Universidade,FILOSOFIA,LICENCIATURA,UAB,38
335,MG,BARROSO,BARROSO - SANTA MARIA,AA,61,MG,UFSJ,Universidade,ADMINISTRACAO PUBLICA,BACHARELADO,PNAP,24
472,MG,FRANCISCO SA,FRANCISCO SA - CENTRO,AA,61,MG,UFSJ,Universidade,PRATICAS DE LETRAMENTO E ALFABETIZACAO,ESPECIALIZAÇÃO,UAB,25
471,SP,FRANCA,FRANCA - CENTRO,AA,61,MG,UFSJ,Universidade,PRATICAS DE LETRAMENTO E ALFABETIZACAO,ESPECIALIZAÇÃO,UAB,25
1029,SP,SAO PAULO,SAO PAULO - INTERLAGOS,AA,61,MG,UFSJ,Universidade,PRATICAS DE LETRAMENTO E ALFABETIZACAO,ESPECIALIZAÇÃO,UAB,25
716,SP,SERRANA,SERRANA - JARDIM CRISTINA,AA,61,MG,UFSJ,Universidade,PRATICAS DE LETRAMENTO E ALFABETIZACAO,ESPECIALIZAÇÃO,UAB,25
735,MG,TIRADENTES,TIRADENTES - PARQUE DAS ABELHAS,AA,61,MG,UFSJ,Universidade,PRATICAS DE LETRAMENTO E ALFABETIZACAO,ESPECIALIZAÇÃO,UAB,26
97,MG,FORMIGA,FORMIGA - ROSARIO,AA,61,MG,UFSJ,Universidade,PRATICAS DE LETRAMENTO E ALFABETIZACAO,ESPECIALIZAÇÃO,UAB,25
1026,SP,SAO PAULO,SAO PAULO - JARDIM PAULISTANO (ZONA NORTE),AA,61,MG,UFSJ,Universidade,PRATICAS DE LETRAMENTO E ALFABETIZACAO,ESPECIALIZAÇÃO,UAB,25
99,MG,ILICINEA,ILICINEA - JARDIM PRIMAVERA,FR,61,MG,UFSJ,Universidade,PRATICAS DE LETRAMENTO E ALFABETIZACAO,ESPECIALIZAÇÃO,UAB,50
1018,SP,SAO PAULO,SAO PAULO - JARDIM ESMERALDA,AA,61,MG,UFSJ,Universidade,PRATICAS DE LETRAMENTO E ALFABETIZACAO,ESPECIALIZAÇÃO,UAB,28
